eventID,year,locality,verbatimLocality,recordedBy,georeferenceSources,decimalLatitude,decimalLongitude,lat,long,uncertainty,n
"MVZ,6.4 km E intersection between Road 466 and Road 4466, along Road 466,2001",2001,"6.4 km E intersection between Road 466 and Road 4466, along Road 466","6.4km east of intersection between Road 466 and Road 4466, along Road 466","Collector(s): Javier A. Rodríguez, Roberto E. Bello",GPS,18.5084,-67.0277,18.5084,-67.0277,30,3
"MVZ,Bosque Estatal de Carite, Rd. 184, km 20,2001",2001,"Bosque Estatal de Carite, Rd. 184, km 20","Bosque Estatal de Carite, Road 184, km 20.0","Collector(s): Javier A. Rodríguez, Roberto E. Bello",GPS,18.10383,-66.04603,18.10383,-66.04603,30,2
"MVZ,Reserva Natural de Humacao, Highway 3, km 74.3,2001",2001,"Reserva Natural de Humacao, Highway 3, km 74.3","Reserva Natural de Humacao, Highway 3, km 74.3","Collector(s): Javier A. Rodríguez, Roberto E. Bello",GPS,18.14857,-65.77112,18.14857,-65.77112,30,2
"MVZ,3.1 km E intersection between Rd. 466 and Rd. 4466, along Rd. 466,2001",2001,"3.1 km E intersection between Rd. 466 and Rd. 4466, along Rd. 466","3.1km east of intersection between Road 466 and Road 4466, along Road 466","Collector(s): Javier A. Rodríguez, Roberto E. Bello",GPS,18.51315,-67.05837,18.51315,-67.05837,30,2
"MVZ,F-6 Almendro Street, Haciendas del Dorado,2001",2001,"F-6 Almendro Street, Haciendas del Dorado","Haciendas del Dorado, F-6 Almendro Street","Collector(s): Javier A. Rodríguez, Roberto E. Bello",GPS,18.37395,-66.28403,18.37395,-66.28403,30,2
"MVZ,Bosque Estatal de Carite, Rd. 184, km 26,2001",2001,"Bosque Estatal de Carite, Rd. 184, km 26","Bosque Estatal de Carite, Road 184, km 26.0","Collector(s): Javier A. Rodríguez, Roberto E. Bello",GPS,18.12347,-66.0709,18.12347,-66.0709,30,2
"MVZ,km 112.4 on Hwy. 3 (on the beach),2001",2001,km 112.4 on Hwy. 3 (on the beach),"Highway 3, km 112.4 (on the beach)","Collector(s): Javier A. Rodríguez, Roberto E. Bello",GPS,17.97465,-65.93545,17.97465,-65.93545,30,2
"MVZ,Rd. 984, 4.3 km S intersetcion between Rd. 940 and Rd. 984,2001",2001,"Rd. 984, 4.3 km S intersetcion between Rd. 940 and Rd. 984","4.3km south of intersection between Road 940 and Road 984, along Road 984.","Collector(s): Javier A. Rodríguez, Roberto E. Bello",GPS,18.31683,-65.68817,18.31683,-65.68817,30,2
"MVZ,2.8 km N intersection between Highway 3 and Road 750, along Road 750,2001",2001,"2.8 km N intersection between Highway 3 and Road 750, along Road 750","2.8 km norh of intersection between Highway 3 and Road 750, along Road 750","Collector(s): Javier A. Rodríguez, Roberto E. Bello",GPS,18.02705,-65.9148,18.02705,-65.9148,30,1
"MVZ,Camino Sonadora, ca. 400 m NE of intersection between Hwy. 10 and Rd. 515,2003",2003,"Camino Sonadora, ca. 400 m NE of intersection between Hwy. 10 and Rd. 515","Puerto Rico: Municipio de Ponce, Camino Sonadora, ca. 400 m northeast of intersection between Highway 10 and Road 515, 18° 07' 13.5"""" N, 66° 39' 19.0"""" W","Collector(s): Javier A. Rodríguez, Yahiri Rodríguez",not recorded,18.12042,-66.65528,18.12042,-66.65528,100,14
"MVZ,Bosque Estatal de Guilarte, Barrio Guilarte, end of Rd. 131 (SE intersection between. Rd. 131 and Rd. 518), along asphalt trail,2005",2005,"Bosque Estatal de Guilarte, Barrio Guilarte, end of Rd. 131 (SE intersection between. Rd. 131 and Rd. 518), along asphalt trail","Puerto Rico: Municipio de Adjuntas, Bosque Estatal de Guilarte, Barrio Guilarte, end of Road 131 (just southeast of intersection between Road 131 and Road 518), along asphalt trail.","Collector(s): Javier A. Rodríguez, Yahiri Rodríguez",Garmin 12 XL GPS unit,18.14542,-66.76783,18.14542,-66.76783,30,11
"MVZ,Barrio Caimito, Km. 6.0 on Rd. 128,2005",2005,"Barrio Caimito, Km. 6.0 on Rd. 128","Puerto Rico: Municipio de Yauco, Barrio Caimito, Road 128, Km. 6.0.","Collector(s): Javier A. Rodríguez, Yahiri Rodríguez",Garmin 12 XL GPS unit,18.06406,-66.85914,18.06406,-66.85914,30,11
"MVZ,Km. 10.4 on Rd. 128, area surrounding Embalse (=Lake) Lucchetti,2005",2005,"Km. 10.4 on Rd. 128, area surrounding Embalse (=Lake) Lucchetti","Puerto Rico: Municipio de Yauco, Road 128, Km. 10.4, area surrounding Embalse (=Lake) Lucchetti.","Collector(s): Javier A. Rodríguez, Yahiri Rodríguez",Garmin 12 XL GPS unit,18.09144,-66.86353,18.09144,-66.86353,30,11
"MVZ,area surrounding Lago El Guineo, Rd. 143, km 26.1, Bosque Estatal de Toro Negro,2003",2003,"area surrounding Lago El Guineo, Rd. 143, km 26.1, Bosque Estatal de Toro Negro","Puerto Rico: Municipio de Orocovis, Bosque Estatal de Toro Negro, Road 143, Km. 26.1, area surrounding Lago El Guineo, 18° 09' 34.6"""" N, 66° 31' 36.6"""" W","Collector(s): Javier A. Rodríguez, Yahiri Rodríguez",not recorded,18.15961,-66.52683,18.15961,-66.52683,100,11
"MVZ,19.6 km NW of intersection between Hwy. 10 and  52, along Hwy. 10,  S of the intersection between Hwy. 10 and Rd. 143, and N of Rd. 515,2005",2005,"19.6 km NW of intersection between Hwy. 10 and  52, along Hwy. 10,  S of the intersection between Hwy. 10 and Rd. 143, and N of Rd. 515","Puerto Rico: Municipio de Ponce, 19.6 km northwest of intersection between Highway 10 and Highway 52, along Highway 10. (The locality lies south of the intersection between Highway 10 and Road 143, and north of Road 515.)","Collector(s): Javier A. Rodríguez, Yahiri Rodríguez",Garmin 12 XL GPS unit,18.13614,-66.66869,18.13614,-66.66869,30,10
"MVZ,Bosque Estatal de Guilarte, Barrio Guilarte, end of Rd. 131 (SE intersection between Rd. 131 and Rd. 518), along asphalt trail,2005",2005,"Bosque Estatal de Guilarte, Barrio Guilarte, end of Rd. 131 (SE intersection between Rd. 131 and Rd. 518), along asphalt trail","Puerto Rico: Municipio de Adjuntas, Bosque Estatal de Guilarte, Barrio Guilarte, end of Road 131 (just southeast of intersection between Road 131 and Road 518), along asphalt trail.","Collector(s): Javier A. Rodríguez, Yahiri Rodríguez",Garmin 12 XL GPS unit,18.14542,-66.76783,18.14542,-66.76783,30,9
"MVZ,Rd 127, km 6.6, Barrio Quebrada,2003",2003,"Rd 127, km 6.6, Barrio Quebrada","Puerto Rico: Municipio de Guayanilla, Barrio Quebrada, Road 127, Km. 6.6, 18° 02' 07.1"""" N, 66° 48' 56.5"""" W","Collector(s): Javier A. Rodríguez, Yahiri Rodríguez",not recorded,18.03531,-66.81569,18.03531,-66.81569,100,8
"MVZ,Barrio Juan Alonso, Rd. 105, km 4.9,2001",2001,"Barrio Juan Alonso, Rd. 105, km 4.9","Barrio Juan Alonso, Road 105, km 4.9","Collector(s): Javier A. Rodríguez, Yahiri Rodríguez",GPS,18.1989,-67.09987,18.1989,-67.09987,30,8
"MVZ,on Rd. 127, 0.32 km E intersection between Rd. 127and Rd. 385,2001",2001,"on Rd. 127, 0.32 km E intersection between Rd. 127and Rd. 385","0.32 km east of intersection between Road 385 and Road 127, alng Road 127","Collector(s): Javier A. Rodríguez, Yahiri Rodríguez",GPS,18.0023,-66.72528,18.0023,-66.72528,30,6
"MVZ,Rd. 143, km 28.6, Sector Divisoria, Barrio Ala de la Piedra,2003",2003,"Rd. 143, km 28.6, Sector Divisoria, Barrio Ala de la Piedra","Puerto Rico: Municipio de Orocovis, Barrio Ala de la Piedra, Sector Divisoria, Road 143, Km. 28.6, 18° 09' 38.5"""" N, 66° 30' 39.5"""" W","Collector(s): Javier A. Rodríguez, Yahiri Rodríguez",not recorded,18.16069,-66.51097,18.16069,-66.51097,100,5
"MVZ,Hwy. 3, km 117.2, Barrio Jacaboa,2003",2003,"Hwy. 3, km 117.2, Barrio Jacaboa","Puerto Rico: Municipio de Patillas, Barrio Jacaboa, Highway 3, Km. 117.2, 17° 58' 40.8"""" N, 65° 58' 39.4"""" W","Collector(s): Javier A. Rodríguez, Yahiri Rodríguez",not recorded,17.978,-65.97761,17.978,-65.97761,100,5
"MVZ,km 6.5 on Rd. 997, area surrounding Area Arqueologica Hombre de Puerto Rico,2002",2002,"km 6.5 on Rd. 997, area surrounding Area Arqueologica Hombre de Puerto Rico","Puerto Rico: Municipio de Vieques, Km 6.5 on Rd 997, area surrounding Area Arqueologica Hombre de Puerto Rico, 18 deg. 06' 29.9"""" N, 65 deg. 27' 35.1"""" W (WGS 84 datum)","Collector(s): Javier A. Rodríguez, Yahiri Rodríguez",GPS,18.10831,-65.45975,18.10831,-65.45975,30,5
"MVZ,Bosque Estatal de Guilarte, Barrio Guilarte, end of Rd. 131 (SE intersection between. Rd. 131 and Rd. 518), along asphalt trail,2005",2005,"Bosque Estatal de Guilarte, Barrio Guilarte, end of Rd. 131 (SE intersection between. Rd. 131 and Rd. 518), along asphalt trail","Bosque Estatal de Guilarte, Barrio Guilarte, end of Rd. 131 (SE intersection btwn. Rd. 131 and Rd. 518), along asphalt trail","Collector(s): Javier A. Rodríguez, Yahiri Rodríguez",Garmin 12 XL GPS unit,18.14542,-66.76783,18.14542,-66.76783,30,1
"MVZ,Barrio Caimito, km. 6.0 on Rd. 128,2005",2005,"Barrio Caimito, km. 6.0 on Rd. 128","Puerto Rico: Municipio de Yauco, Barrio Caimito, Road 128, Km. 6.0.","Collector(s): Javier A. Rodríguez, Yahiri Rodríguez",Garmin 12 XL GPS unit,18.06406,-66.85914,18.06406,-66.85914,30,1
"MVZ,Barrio Caimito, Km. 6.0 on Rd. 128,2005",2005,"Barrio Caimito, Km. 6.0 on Rd. 128","Puerto Rico: Municipio de yauco, Barrio Caimito, Road 128, Km. 6.0.","Collector(s): Javier A. Rodríguez, Yahiri Rodríguez",Garmin 12 XL GPS unit,18.06406,-66.85914,18.06406,-66.85914,30,1
"MVZ,19.6 km NW of intersection between Hwy. 10 and  52, along Hwy. 10,  sS of the intersection between Hwy. 10 and Rd. 143, and N of Rd. 515,2005",2005,"19.6 km NW of intersection between Hwy. 10 and  52, along Hwy. 10,  sS of the intersection between Hwy. 10 and Rd. 143, and N of Rd. 515","19.6 km northwest of intersection between Highway 10 and Highway 52, along Highway 10 (the locality lies south of the intersection between Highway 10 and Road 143, and north of Road 515)","Collector(s): Javier A. Rodríguez, Yahiri Rodríguez",Garmin 12 XL GPS unit,18.13614,-66.66869,18.13614,-66.66869,30,1
"MVZ,Sector Belverede, Rd. 102, km 14.8,2001",2001,"Sector Belverede, Rd. 102, km 14.8","Sector Belverede, Road 102, km 14.8","Collector(s): Javier A. Rodríguez, Yahiri Rodríguez",GPS,18.10897,-67.18107,18.10897,-67.18107,30,1
"MVZ,Bosque Nacional del Caribe (El Yunque), Quebrada La Toma, 3.6 mi S Mameyes on Rd. 191,1968",1968,"Bosque Nacional del Caribe (El Yunque), Quebrada La Toma, 3.6 mi S Mameyes on Rd. 191","Luquillo Experimental Forest, Quebracha La Toma, 3.6 mi S Mamayes on Rte. 191",Collector(s): John A. Endler,"USGS Puerto Rico. 1967. 1:20,000",18.29305589,-65.74961885,18.3263422,-65.7579733,250,6
"MVZ,remnant of forest, 0.25 mi SE Hotel Americana, E of San Juan,1968",1968,"remnant of forest, 0.25 mi SE Hotel Americana, E of San Juan",0.25 mi SE Hotel Americana E of San Juan,Collector(s): John A. Endler,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.37717,-65.75508,18.37717,-65.75508,500,3
"MVZ,hillside 100 yds NE Cora Falls, 1.5 mi S of N boundary of Bosque Nacional del Caribe (El Yunque) on Rd. 191,1968",1968,"hillside 100 yds NE Cora Falls, 1.5 mi S of N boundary of Bosque Nacional del Caribe (El Yunque) on Rd. 191","Hillside 100 yards NE Cora Falls, 1.5 mi S N Boundary Luquillo Experimental Forest on Rte. 191",Collector(s): John A. Endler,"USGS Puerto Rico. 1967. 1:20,000",18.29289589,-65.78299958,NA,NA,NA,2
"MVZ,Bosque Nacional del Caribe (El Yunque), 7.3 mi S Mameyes on Rd. 191, W of El Yunque Restaurant, 25 ft down slope,1968",1968,"Bosque Nacional del Caribe (El Yunque), 7.3 mi S Mameyes on Rd. 191, W of El Yunque Restaurant, 25 ft down slope","Luquillo Experimental Forest, 25 ft down slope, W of El Yunque Restaurant, El Yunque, 7.3 mi S Mamayes",Collector(s): John A. Endler,"USGS Puerto Rico. 1967. 1:20,000",18.29266591,-65.74976885,NA,NA,NA,2
"MVZ,remnant of forest, 0.25 mi SE Hotel Americana, E of San Juan,1968",1968,"remnant of forest, 0.25 mi SE Hotel Americana, E of San Juan","Remnant of Forest, 0.25 mi SE Hotel Americana E of San Juan",Collector(s): John A. Endler,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.37717,-65.75508,18.37717,-65.75508,500,2
"MVZ,Bosque Nacional del Caribe (El Yunque), 7.3 mi S Mameyes on Rd. 191, W of El Yunque Restaurant, 60 ft down slope,1968",1968,"Bosque Nacional del Caribe (El Yunque), 7.3 mi S Mameyes on Rd. 191, W of El Yunque Restaurant, 60 ft down slope","Luquillo Experimental Forest, 60 ft down slope, W of El Yunque Restaurant, El Yunque, 7.3 mi S Mamayes",Collector(s): John A. Endler,"USGS Puerto Rico. 1967. 1:20,000",18.29266591,-65.74976885,NA,NA,NA,2
"MVZ,Bosque Nacional del Caribe (El Yunque), 7.3 mi S Mameyes on Rd. 191, W of El Yunque Restaurant, 15 ft down slope,1968",1968,"Bosque Nacional del Caribe (El Yunque), 7.3 mi S Mameyes on Rd. 191, W of El Yunque Restaurant, 15 ft down slope","Luquillo Experimental Forest, 15 ft down slope, W of El Yunque Restaurant, El Yunque, 7.3 mi S Mamayes",Collector(s): John A. Endler,"USGS Puerto Rico. 1967. 1:20,000",18.29266591,-65.74976885,NA,NA,NA,2
"MVZ,Bosque Nacional del Caribe (El Yunque), Torre de Observación Atalaya Yokahu, 5.4 mi S of Mameyes on Rd. 191,1968",1968,"Bosque Nacional del Caribe (El Yunque), Torre de Observación Atalaya Yokahu, 5.4 mi S of Mameyes on Rd. 191","El Yunque Rainforest, 50 mi SE San Juan, Vista Atalaya Yokahu, 5.4 mi S Mamayes on Rte. 191",Collector(s): John A. Endler,"USGS Puerto Rico. 1967. 1:20,000",18.2927759,-65.74966885,NA,NA,NA,2
"MVZ,Bosque Nacional del Caribe (El Yunque), 1.5 mi S of N boundary on Rd. 191, hillside 100 yds NE of Catarata La Coca,1968",1968,"Bosque Nacional del Caribe (El Yunque), 1.5 mi S of N boundary on Rd. 191, hillside 100 yds NE of Catarata La Coca","Luquillo Experimental Forest, Hillside 100 yards NE of Coca Falls, 1.5 mi S of N Boundary on Rte. 191",Collector(s): John A. Endler,"USGS Puerto Rico. 1967. 1:20,000",18.29289589,-65.78299958,NA,NA,NA,1
"MVZ,Bosque Nacional del Caribe (El Yunque), base of E-facing hillside, parking lot 5.1 mi S Mameyes on Rd. 191,1968",1968,"Bosque Nacional del Caribe (El Yunque), base of E-facing hillside, parking lot 5.1 mi S Mameyes on Rd. 191","Base of E Facing Hillside, Parking Lot 5.1 mi S Mamayes on Rte. 191, Loquillo Experimental Forest",Collector(s): John A. Endler,"USGS Puerto Rico. 1967. 1:20,000",18.2927759,-65.74968885,NA,NA,NA,1
"MVZ,Bosque Nacional del Caribe (El Yunque), 300 yds NE Coca Falls, 4.9 mi S Mameyes on Rd. 191,1968",1968,"Bosque Nacional del Caribe (El Yunque), 300 yds NE Coca Falls, 4.9 mi S Mameyes on Rd. 191","300 yards NE Coca Falls, 4.9 mi S Manayes on Rte. 191, Luquillo Experimental Forest",Collector(s): John A. Endler,"USGS Puerto Rico. 1967. 1:20,000",18.2928859,-65.74964885,NA,NA,NA,1
"MVZ,Bosque Nacional del Caribe (El Yunque), Torre de Observación Atalaya Yokahu, 5.4 mi S of Mameyes on Rd. 191,1968",1968,"Bosque Nacional del Caribe (El Yunque), Torre de Observación Atalaya Yokahu, 5.4 mi S of Mameyes on Rd. 191","Luquillo Experimental Forest, Vista Atalaya Yokahu, 5.4 mi S Manayes",Collector(s): John A. Endler,"USGS Puerto Rico. 1967. 1:20,000",18.2927759,-65.74966885,NA,NA,NA,1
"MVZ,Bosque Nacional del Caribe (El Yunque), ca. 6 mi S Mameyes, ca. 500 ft up path from first rest point on Mt. Britton Trail,1968",1968,"Bosque Nacional del Caribe (El Yunque), ca. 6 mi S Mameyes, ca. 500 ft up path from first rest point on Mt. Britton Trail","Luquillo Experimental Forest, ca. 500 ft up path from first rest point on Mt. Britten Trail, ca. 6 mi S Mamayes",Collector(s): John A. Endler,"USGS Puerto Rico. 1967. 1:20,000",18.29254591,-65.79101976,NA,NA,NA,1
"MVZ,2.4 mi S Hwy. 3 on Rd. 185,1968",1968,2.4 mi S Hwy. 3 on Rd. 185,"58 mi SE San Juan, 2.4 mi S Rte. 3 on Rte. 185",Collector(s): John A. Endler,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.25616,-65.87602,18.25616,-65.87602,1800,1
"MVZ,Bosque Nacional del Caribe (El Yunque), base of E-facing hillside, parking lot 5.1 mi S Mameyes on Rd. 191,1968",1968,"Bosque Nacional del Caribe (El Yunque), base of E-facing hillside, parking lot 5.1 mi S Mameyes on Rd. 191","Base of E Facing Hill, Parking Lot 5.1 mi S Mamayes on Rte. 191",Collector(s): John A. Endler,"USGS Puerto Rico. 1967. 1:20,000",18.2927759,-65.74968885,NA,NA,NA,1
"MVZ,Bosque Nacional del Caribe (El Yunque), Torre de Observación Atalaya Yokahu, 5.4 mi S of Mameyes on Rd. 191,1968",1968,"Bosque Nacional del Caribe (El Yunque), Torre de Observación Atalaya Yokahu, 5.4 mi S of Mameyes on Rd. 191","El Yunque Rain Forest, 50 mi SE of San Juan, Vista Atalaya Yokahu, 5.4 mi S of Mamayes on Rte. 191",Collector(s): John A. Endler,"USGS Puerto Rico. 1967. 1:20,000",18.2927759,-65.74966885,NA,NA,NA,1
"MVZ,0.1 mi S Hwy. 116 on Rd. 304 to La Parguera,1988",1988,0.1 mi S Hwy. 116 on Rd. 304 to La Parguera,0.1 mi S Hwy. 116 on Hwy. 304 [To Parguera],Collector(s): Jonathan B. Losos,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.00087,-67.00311,17.9976336,-67.0431329,200,21
"MVZ,private road to Petit Chalet Restaurant, 3 mi S Hwy. 3 on Rd. 186,1988",1988,"private road to Petit Chalet Restaurant, 3 mi S Hwy. 3 on Rd. 186","Private Rd. to Petit Chalet Restaurant, 3 mi S Hwy. 3 on Hwy. 186, near El Verde",Collector(s): Jonathan B. Losos,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.2563,-65.75356,18.347489,-65.8247631,500,16
"MVZ,Bosque Nacional del Caribe (El Verde), El Verde Field Station, km 22.3 on Rd. 186,1988",1988,"Bosque Nacional del Caribe (El Verde), El Verde Field Station, km 22.3 on Rd. 186","El Verde Field Station, near El Verde",Collector(s): Jonathan B. Losos,"USGS Puerto Rico. 1967. 1:20,000",18.29291573,-66.79149179,18.321249,-65.8198151,500,9
"MVZ,Bosque Nacional del Caribe (El Verde), El Verde Field Station, km 22.3 on Rd. 186,1988",1988,"Bosque Nacional del Caribe (El Verde), El Verde Field Station, km 22.3 on Rd. 186",El Verde Biological Station,Collector(s): Jonathan B. Losos,"USGS Puerto Rico. 1967. 1:20,000",18.29291573,-66.79149179,18.321249,-65.8198151,500,6
"MVZ,Bosque Nacional del Caribe (El Yunque), 13.3 km S Palmer on Rd. 191, El Toro Trail,1988",1988,"Bosque Nacional del Caribe (El Yunque), 13.3 km S Palmer on Rd. 191, El Toro Trail","Trail, 13.3 km S Palmer",Collector(s): Jonathan B. Losos,"USGS Puerto Rico. 1967. 1:20,000",18.29249592,-65.75000886,18.2992461,-65.7853254,500,5
"MVZ,Bosque Nacional del Caribe (El Verde), El Verde Field Station, km 22.3 on Rd. 186,1988",1988,"Bosque Nacional del Caribe (El Verde), El Verde Field Station, km 22.3 on Rd. 186","El Verde Field Station, Luguillo Mts.",Collector(s): Jonathan B. Losos,"USGS Puerto Rico. 1967. 1:20,000",18.29291573,-66.79149179,18.29291573,-66.79149179,1000,1
"MVZ,Bosque Nacional del Caribe (El Yunque), 13.4 km S Palmer on Rd. 191, El Toro Trail,1988",1988,"Bosque Nacional del Caribe (El Yunque), 13.4 km S Palmer on Rd. 191, El Toro Trail","El Toro Trail, 13.4 km S Palmer",Collector(s): Jonathan B. Losos,"USGS Puerto Rico. 1967. 1:20,000",18.29247592,-65.75000886,18.29247592,-65.75000886,1000,1
"MVZ,0.1 mi S Hwy. 116 on Rd. 304 to La Parguera,1988",1988,0.1 mi S Hwy. 116 on Rd. 304 to La Parguera,0.1 mi S Hwy. 116 on Hwy. 304 on Way to Parguera,Collector(s): Jonathan B. Losos,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.00087,-67.00311,17.9976336,-67.0431329,200,1
"MVZ,private road to Petit Chalet Restaurant, 3 mi S Hwy. 3 on Rd. 186,1988",1988,"private road to Petit Chalet Restaurant, 3 mi S Hwy. 3 on Rd. 186","Private Rd. to Petite Chalet Restaurant, 3 mi S Hwy. 3 on Hwy. 186, near El Verde",Collector(s): Jonathan B. Losos,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.2563,-65.75356,18.347489,-65.8247631,500,1
"MVZ,Bosque Nacional del Caribe (El Yunque), 13.2 km S Palmer on Rd. 191,1988",1988,"Bosque Nacional del Caribe (El Yunque), 13.2 km S Palmer on Rd. 191","Road, 13.2 km S Palmer, Hwy 191",Collector(s): Jonathan B. Losos,"USGS Puerto Rico. 1967. 1:20,000",18.29249592,-65.74998886,18.29249592,-65.74998886,1000,1
"UWBM,Mata de Platano Field Station, along trail to cueva de los culebrones, 2.0 mi W of PR129/PR635,2011",2011,"Mata de Platano Field Station, along trail to cueva de los culebrones, 2.0 mi W of PR129/PR635","Mata de Platano Field Station, along trail to cueva de los culebrones, 2.0 mi W of PR129/PR635",Collector(s): M. T. McElroy,unknown,18.41,-66.73,18.41,-66.73,500,21
"UWBM,Bosque Estatal de Maricao, 0.5 km E of PR120 km15.4,2011",2011,"Bosque Estatal de Maricao, 0.5 km E of PR120 km15.4","Bosque Estatal de Maricao, 0.5 km E of PR120 km15.4",Collector(s): M. T. McElroy,unknown,18.15,-66.99,18.15,-66.99,500,20
"UWBM,Mt Guillarte, Municipo de Guayanilla,2012",2012,"Mt Guillarte, Municipo de Guayanilla","2.3km NW of PR375 and 378 along PR375, Foothills of Mt Guillarte, Guayanilla, Puerto Rico",Collector(s): M. T. McElroy,GeoLocate,18.02111,-66.79222,18.02111,-66.79222,30,17
"UWBM,0.3 km E along road from PR127/PR2, Municipo de Guayanilla,2012",2012,"0.3 km E along road from PR127/PR2, Municipo de Guayanilla","0.3 km E along road from PR127/PR2, between Yauco and Guayanilla, Guayanilla, Puerto Rico",Collector(s): M. T. McElroy,GeoLocate,18.02111,-66.78937,18.02111,-66.78937,30,15
"UWBM,Bosque Estatal de Carite, Charco Azul, PR184 km 17.6, 6.6 km SE km from PR184/PR179, Patillas,2011",2011,"Bosque Estatal de Carite, Charco Azul, PR184 km 17.6, 6.6 km SE km from PR184/PR179, Patillas","Bosque Estatal de Carite, Charco Azul, PR184 km 17.6, 6.6 km SE km from PR184/PR179, Patillas",Collector(s): M. T. McElroy,unknown,18.09,-66.03,18.09,-66.03,500,14
"UWBM,Potala Pastillo,2012",2012,Potala Pastillo,"Along highway PR1, Potala Pastillo, Juana Diaz, Puerto Rico",Collector(s): M. T. McElroy,,17.99076,-66.48386,17.99076,-66.48386,30,10
"UWBM,Bosque Estatal de Carite, PR179 km 19.8, 0.8 km S of PR179/PR184,2011",2011,"Bosque Estatal de Carite, PR179 km 19.8, 0.8 km S of PR179/PR184","Bosque Estatal de Carite, PR179 km 19.8, 0.8 km S of PR179/PR184",Collector(s): M. T. McElroy,unknown,18.11,-66.07,18.11,-66.07,500,10
"UWBM,Bosque Estatal de Toro Negro, trail above office, PR143 km32.5, 2.1 km W of PR149/PR143,2011",2011,"Bosque Estatal de Toro Negro, trail above office, PR143 km32.5, 2.1 km W of PR149/PR143","Bosque Estatal de Toro Negro, trail above office, PR143 km32.5, 2.1 km W of PR149/PR143",Collector(s): M. T. McElroy,unknown,18.17,-66.49,18.17,-66.49,500,10
"UWBM,El Yunque National Park, Ranger Station, 0.4 km along PR963 W of PR186,2011",2011,"El Yunque National Park, Ranger Station, 0.4 km along PR963 W of PR186","El Yunque National Park, Ranger Station, 0.4 km along PR963 W of PR186",Collector(s): M. T. McElroy,unknown,18.34,-65.83,18.3396731,-65.8288157,500,10
"UWBM,Just outside El Yunque National Park, Waterfall on PR184 0.7 km SW of PR184/PR956,2011",2011,"Just outside El Yunque National Park, Waterfall on PR184 0.7 km SW of PR184/PR956","Just outside El Yunque National Park, Waterfall on PR184 0.7 km SW of PR184/PR956",Collector(s): M. T. McElroy,unknown,18.29,-65.85,18.29,-65.85,500,9
"UWBM,Bosque Estatal de Tres Picachos,2012",2012,Bosque Estatal de Tres Picachos,"4.5 km E along PR144 from PR144/PR149, Bosque Estatal de Tres Picachos, Jayuya, Puerto Rico",Collector(s): M. T. McElroy,GeoLocate,17.965,-66.12417,17.965,-66.12417,30,8
"UWBM,Lago el Guineo,2012",2012,Lago el Guineo,"2 km W of PR149 along Ruta Panoramica, Lago el Guineo, Orocovis, Puerto Rico",Collector(s): M. T. McElroy,GeoLocate,18.16139,-66.52722,18.16139,-66.52722,30,8
"UWBM,Mt Guillarte, Municipo de Guayanilla,2012",2012,"Mt Guillarte, Municipo de Guayanilla","2.3 km NW of PR375/PR378 along PR375, Foothills of Mt Guillarte, Guayanilla, Puerto Rico",Collector(s): M. T. McElroy,GeoLocate,18.02111,-66.79222,18.02111,-66.79222,30,8
"UWBM,Bosque Estatal de Toro Negro, PR143 km 32.5, 2.1 km W of PR149/PR143,2011",2011,"Bosque Estatal de Toro Negro, PR143 km 32.5, 2.1 km W of PR149/PR143","Bosque Estatal de Toro Negro, PR143 km 32.5, 2.1 km W of PR149/PR143",Collector(s): M. T. McElroy,unknown,18.17,-66.49,18.17,-66.49,500,8
"UWBM,Bosque Estatal de Guajataca, 0.4 km S of Visitor's Center, PR 446,2011",2011,"Bosque Estatal de Guajataca, 0.4 km S of Visitor's Center, PR 446","Bosque Estatal de Guajataca, 0.4 km S of Visitor's Center, PR 446",Collector(s): M. T. McElroy,unknown,18.42,-66.96,18.42,-66.96,500,8
"UWBM,Bosque Estatal de Guajataca, Visitor's Center, PR 446,2011",2011,"Bosque Estatal de Guajataca, Visitor's Center, PR 446","Bosque Estatal de Guajataca, Visitor's Center, PR 446",Collector(s): M. T. McElroy,unknown,18.42,-66.97,18.42,-66.97,500,8
"UWBM,Holiday Inn parking lot, PR-2 Km 221, Ponce,2011",2011,"Holiday Inn parking lot, PR-2 Km 221, Ponce","Holiday Inn parking lot, PR-2 Km 221, Ponce",Collector(s): M. T. McElroy,unknown,17.98,-66.67,17.98,-66.67,500,8
"UWBM,Bosque Estatal de Carite, 0.6 km along Camino Patricio, off of PR184 1.8 km SW of PR184/PR763,2011",2011,"Bosque Estatal de Carite, 0.6 km along Camino Patricio, off of PR184 1.8 km SW of PR184/PR763","Bosque Estatal de Carite, 0.6 km along Camino Patricio, off of PR184 1.8 km SW of PR184/PR763",Collector(s): M. T. McElroy,unknown,18.12,-66.08,18.12,-66.08,500,6
